node_id,x_coord,y_coord,node_type,INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed,INTID_base,TYPE_DESC
506,-111.94880551179072,33.43934517341818,Signalized,506,0,13988,33011,0,,,,,,,0,Signalized
507,-111.94543236207275,33.43743280777804,Signalized,507,0,15017,32315,0,,,,,,,0,Signalized
508,-111.96525100241331,33.42157567659101,External Node,508,1,8969,26546,0,,,,,,,0,External Node
509,-111.94281908030226,33.42737487572154,Signalized,509,0,15814,28655,0,,,,,,,0,Signalized
510,-111.965488729022,33.37945496488654,External Node,510,1,8892,11219,0,,,,,,,0,External Node
511,-111.94006604996079,33.42737501429373,Signalized,511,0,16654,28655,0,,,,,,,0,Signalized
512,-111.9350188315723,33.42547890482925,Signalized,512,0,18194,27965,0,,,,,,,0,Signalized
513,-111.9335112612663,33.42502545310924,Signalized,513,0,18654,27800,0,,,,,,,0,Signalized
514,-111.93203650466506,33.42388495290104,Signalized,514,0,19104,27385,0,,,,,,,0,Signalized
515,-111.93049622621035,33.42303298555562,Signalized,515,0,19574,27075,0,,,,,,,0,Signalized
516,-111.92898876571536,33.42196115062861,Signalized,516,0,20034,26685,0,,,,,,,0,Signalized
517,-111.92633440419287,33.42017470790809,Signalized,517,0,20844,26035,0,,,,,,,0,Signalized
518,-111.95461776082088,33.36835737925192,Bend,518,2,12210,7180,0,,,,,,,0,Bend
519,-111.92518751960242,33.41915781406664,Signalized,519,0,21194,25665,0,,,,,,,0,Signalized
520,-111.9225006387902,33.41676669794435,Signalized,520,0,22014,24795,0,,,,,,,0,Signalized
521,-111.92050200470536,33.414705381546796,Signalized,521,0,22624,24045,0,,,,,,,0,Signalized
522,-111.91774937421879,33.41470502492128,Signalized,522,0,23464,24045,0,,,,,,,0,Signalized
523,-111.9136859673558,33.41470438685227,Signalized,523,0,24704,24045,0,,,,,,,0,Signalized
524,-111.9123751909618,33.4147041526334,Signalized,524,0,25104,24045,0,,,,,,,0,Signalized
525,-111.90913101941867,33.414703513387245,Signalized,525,0,26094,24045,0,,,,,,,0,Signalized
526,-111.90716485487133,33.414703084678415,Signalized,526,0,26694,24045,0,,,,,,,0,Signalized
527,-111.90503484330102,33.41470258508075,Signalized,527,0,27344,24045,0,,,,,,,0,Signalized
528,-111.90152851661813,33.41470168301784,Signalized,528,0,28414,24045,0,,,,,,,0,Signalized
529,-111.93483855384163,33.43121423519676,External Node,529,1,18249,30052,0,,,,,,,0,External Node
530,-111.89618710322283,33.41470011838218,Signalized,530,0,30044,24045,0,,,,,,,0,Signalized
531,-111.93132506848458,33.42985385527763,External Node,531,1,19321,29557,0,,,,,,,0,External Node
532,-111.89215646625547,33.414698785463976,Signalized,532,0,31274,24045,0,,,,,,,0,Signalized
533,-111.89094399824936,33.41469835888444,Signalized,533,0,31644,24045,0,,,,,,,0,Signalized
534,-111.88927275858504,33.41469775147344,Signalized,534,0,32154,24045,0,,,,,,,0,Signalized
535,-111.9354678418734,33.42999681779657,External Node,535,1,18057,29609,0,,,,,,,0,External Node
536,-111.88645458979344,33.41469667622198,Signalized,536,0,33014,24045,0,,,,,,,0,Signalized
537,-111.88484888900204,33.41469603495053,Signalized,537,0,33504,24045,0,,,,,,,0,Signalized
538,-111.9312857955832,33.42857872558448,External Node,538,1,19333,29093,0,,,,,,,0,External Node
539,-111.92813683478552,33.42017482361325,External Node,539,1,20294,26035,0,,,,,,,0,External Node
540,-111.94424105593409,33.423291068852905,External Node,540,1,15380,27169,0,,,,,,,0,External Node
541,-111.94415229874404,33.42065012727506,External Node,541,1,15407,26208,0,,,,,,,0,External Node
542,-111.92476800701974,33.419515035888104,External Node,542,1,21322,25795,0,,,,,,,0,External Node
543,-111.94728235084362,33.423249588022735,External Node,543,1,14452,27154,0,,,,,,,0,External Node
544,-111.94729182831364,33.42069383096562,External Node,544,1,14449,26224,0,,,,,,,0,External Node
545,-111.96480247206523,33.34555943444669,External Node,545,1,9098,-1115,0,,,,,,,0,External Node
546,-111.9307657277094,33.40794577401168,External Node,546,1,19492,21585,0,,,,,,,0,External Node
547,-111.93075594073814,33.40709934921914,External Node,547,1,19495,21277,0,,,,,,,0,External Node
548,-111.93845281761658,33.40745114693201,Bend,548,2,17146,21405,0,,,,,,,0,Bend
549,-111.92707622312057,33.407459168100516,Bend,549,2,20618,21408,0,,,,,,,0,Bend
550,-111.9755896118364,33.33448130592935,External Node,550,1,5802,-5145,0,,,,,,,0,External Node
551,-111.96109012416527,33.32600708408047,External Node,551,1,10230,-8230,0,,,,,,,0,External Node
552,-111.96468128207307,33.32600628371666,External Node,552,1,9133,-8230,0,,,,,,,0,External Node
744,-111.97840717150389,33.37824745336069,Signalized,744,0,4948,10781,0,,,,,,,0,Signalized
745,-111.97304576875803,33.334490351565954,Signalized,745,0,6579,-5142,0,,,,,,,0,Signalized
746,-111.9715495956401,33.33452652455716,Signalized,746,0,7036,-5129,0,,,,,,,0,Signalized
747,-111.97824200191674,33.42194284605437,Signalized,747,0,5005,26681,0,,,,,,,0,Signalized
1990,-111.90047989556858,33.41470139399212,Unsignalized,1990,3,28734,24045,0,,,,,,,0,Unsignalized
2881,-111.89314927081688,33.34686671536454,Unsignalized,2881,3,30981,-638,0,,,,,,,0,Unsignalized
3021,-111.96603927505456,33.40796950171491,External Node,3021,1,8727,21595,0,,,,,,,0,External Node
5201,-111.94483842121359,33.431463940141796,Bend,5201,2,15198,30143,0,,,,,,,0,Bend
5202,-111.94329790731805,33.43086495996165,Bend,5202,2,15668,29925,0,,,,,,,0,Bend
5203,-111.94380252502349,33.42960079022435,Bend,5203,2,15514,29465,0,,,,,,,0,Bend
5204,-111.94199005749216,33.42947723723035,Bend,5204,2,16067,29420,0,,,,,,,0,Bend
5205,-111.93861097160665,33.429798906422306,Bend,5205,2,17098,29537,0,,,,,,,0,Bend
5206,-111.94340874633973,33.42451679004633,Bend,5206,2,15634,27615,0,,,,,,,0,Bend
5207,-111.94245819388186,33.42292293732806,Bend,5207,2,15924,27035,0,,,,,,,0,Bend
5208,-111.93381598206648,33.429488407908,Bend,5208,2,18561,29424,0,,,,,,,0,Bend
5210,-111.9525658914314,33.37682472338232,Bend,5210,2,12837,10261,0,,,,,,,0,Bend
5213,-111.92279379616147,33.42924321244903,Bend,5213,2,21924,29335,0,,,,,,,0,Bend
5214,-111.89313605056498,33.42195417468257,Bend,5214,2,30974,26685,0,,,,,,,0,Bend
5215,-111.88900675773172,33.42196095016245,Bend,5215,2,32234,26688,0,,,,,,,0,Bend
5216,-111.88952724521214,33.429345349168166,Bend,5216,2,32074,29375,0,,,,,,,0,Bend
5217,-111.8927129690041,33.42934098504118,Bend,5217,2,31102,29373,0,,,,,,,0,Bend
5221,-111.89313954843118,33.41469912264045,Bend,5221,2,30974,24045,0,,,,,,,0,Bend
5226,-111.92289417169266,33.41470564187079,Bend,5226,2,21894,24045,0,,,,,,,0,Bend
5227,-111.93613301381598,33.41470624857214,Bend,5227,2,17854,24045,0,,,,,,,0,Bend
5229,-111.94206427725828,33.414706062140475,Bend,5229,2,16044,24045,0,,,,,,,0,Bend
5230,-111.95235546109927,33.42278455710192,Bend,5230,2,12904,26985,0,,,,,,,0,Bend
5231,-111.95235519084599,33.42141049474209,Bend,5231,2,12904,26485,0,,,,,,,0,Bend
5232,-111.96090858323959,33.421134204426295,Bend,5232,2,10294,26385,0,,,,,,,0,Bend
5233,-111.95874390723756,33.41470401790993,Bend,5233,2,10954,24045,0,,,,,,,0,Bend
5234,-111.95151169020289,33.4146612095968,Bend,5234,2,13161,24029,0,,,,,,,0,Bend
5235,-111.9495127598669,33.41467794509345,Bend,5235,2,13771,24035,0,,,,,,,0,Bend
5236,-111.9480283100668,33.4147055887604,Bend,5236,2,14224,24045,0,,,,,,,0,Bend
5238,-111.95235267296705,33.40860421888839,Bend,5238,2,12904,21825,0,,,,,,,0,Bend
5239,-111.95228680513061,33.4069003866584,Bend,5239,2,12924,21205,0,,,,,,,0,Bend
5240,-111.95392367888648,33.40013974318718,Bend,5240,2,12424,18745,0,,,,,,,0,Bend
5241,-111.95130256351004,33.40014011101835,Bend,5241,2,13224,18745,0,,,,,,,0,Bend
5242,-111.96227742279463,33.39671677310832,Bend,5242,2,9874,17500,0,,,,,,,0,Bend
5243,-111.96090712166155,33.39392495774966,Bend,5243,2,10292,16484,0,,,,,,,0,Bend
5244,-111.95228445998008,33.394918521890986,Bend,5244,2,12924,16845,0,,,,,,,0,Bend
5245,-111.95205497650109,33.394143578631635,Bend,5245,2,12994,16563,0,,,,,,,0,Bend
5246,-111.90815468140748,33.39293809238083,Bend,5246,2,26394,16125,0,,,,,,,0,Bend
5248,-111.89354316934815,33.39293404810803,Bend,5248,2,30854,16125,0,,,,,,,0,Bend
5249,-111.89282242215428,33.392933804092664,Bend,5249,2,31074,16125,0,,,,,,,0,Bend
5250,-111.889546298598,33.3929326421765,Bend,5250,2,32074,16125,0,,,,,,,0,Bend
5261,-111.90923746235775,33.38735410535909,Bend,5261,2,26064,14093,0,,,,,,,0,Bend
5262,-111.90927116369156,33.38418000972458,Bend,5262,2,26054,12938,0,,,,,,,0,Bend
5263,-111.9265016000251,33.38667497707253,Bend,5263,2,20794,13845,0,,,,,,,0,Bend
5264,-111.92653459880319,33.38425661522928,Bend,5264,2,20784,12965,0,,,,,,,0,Bend
5265,-111.93508442034575,33.39362807347103,Bend,5265,2,18174,16375,0,,,,,,,0,Bend
5266,-111.93508442196958,33.392391411484596,Bend,5266,2,18174,15925,0,,,,,,,0,Bend
5267,-111.94058802660263,33.38835153033439,Bend,5267,2,16494,14455,0,,,,,,,0,Bend
5268,-111.93958878500861,33.38683459633793,Bend,5268,2,16799,13903,0,,,,,,,0,Bend
5269,-111.93953953487723,33.384586618746916,Bend,5269,2,16814,13085,0,,,,,,,0,Bend
5270,-111.94006552557701,33.41797642824135,Bend,5270,2,16654,25235,0,,,,,,,0,Bend
5271,-111.8905184961875,33.420120260138425,Bend,5271,2,31773,26018,0,,,,,,,0,Bend
5272,-111.89516792271746,33.421954847012486,Bend,5272,2,30354,26685,0,,,,,,,0,Bend
5274,-111.96089906585952,33.38881617019804,Bend,5274,2,10294,14625,0,,,,,,,0,Bend
5275,-111.96089940550449,33.38997038860925,Bend,5275,2,10294,15045,0,,,,,,,0,Bend
5276,-111.89801513106357,33.4081958575977,Bend,5276,2,29487,21678,0,,,,,,,0,Bend
5277,-111.89212976936057,33.40903488217634,Unsignalized,5277,3,31283,21984,0,,,,,,,0,Unsignalized
5278,-111.9384367103662,33.414893082551345,Unsignalized,5278,3,17151,24113,0,,,,,,,0,Unsignalized
5279,-111.89215329347167,33.42112940012019,Unsignalized,5279,3,31274,26385,0,,,,,,,0,Unsignalized
5280,-111.88779420374331,33.421933011473406,Bend,5280,2,32604,26678,0,,,,,,,0,Bend
5281,-111.94006538149077,33.41539318864045,Unsignalized,5281,3,16654,24295,0,,,,,,,0,Unsignalized
5282,-111.8905212884938,33.408267584999884,Unsignalized,5282,3,31774,21705,0,,,,,,,0,Unsignalized
5283,-111.89216637268261,33.39460719383745,Unsignalized,5283,3,31274,16734,0,,,,,,,0,Unsignalized
5284,-111.89052861550807,33.39394981041794,Unsignalized,5284,3,31774,16495,0,,,,,,,0,Unsignalized
5286,-111.89217513278572,33.410070942963266,Bend,5286,2,31269,22361,0,,,,,,,0,Bend
5287,-111.95992155051242,33.40744872659863,Bend,5287,2,10594,21405,0,,,,,,,0,Bend
5288,-111.92823543764386,33.41656104285296,Bend,5288,2,20264,24720,0,,,,,,,0,Bend
5289,-111.89048000515041,33.405703563703014,Bend,5289,2,31787,20772,0,,,,,,,0,Bend
5290,-111.89052217476127,33.40653626276897,Unsignalized,5290,3,31774,21075,0,,,,,,,0,Unsignalized
5291,-111.89216051890233,33.406481879242705,Unsignalized,5291,3,31274,21055,0,,,,,,,0,Unsignalized
5292,-111.89058680042596,33.42112884665705,Unsignalized,5292,3,31752,26385,0,,,,,,,0,Unsignalized
5293,-111.93878733613299,33.41470620019633,Unsignalized,5293,3,17044,24045,0,,,,,,,0,Unsignalized
7001,-111.9667686562744,33.43148777826377,Bend,7001,2,8507,30153,0,,,,,,,0,Bend
7002,-111.96114504101826,33.43383322853506,Bend,7002,2,10223,31006,0,,,,,,,0,Bend
7003,-111.9555365241588,33.43194356844619,External Node,7003,1,11934,30318,0,,,,,,,0,External Node
7004,-111.94015801156884,33.43078542973136,Unsignalized,7004,3,16626,29896,0,,,,,,,0,Unsignalized
7005,-111.9291520601401,33.430128580506405,External Node,7005,1,19984,29657,0,,,,,,,0,External Node
7008,-111.90479965393023,33.43135616078941,External Node,7008,1,27414,30105,0,,,,,,,0,External Node
7009,-111.8918201217272,33.432094292948406,External Node,7009,1,31374,30375,0,,,,,,,0,External Node
7010,-111.89090239536314,33.4320939685856,External Node,7010,1,31654,30375,0,,,,,,,0,External Node
7011,-111.88461100909514,33.42934344151513,External Node,7011,1,33574,29375,0,,,,,,,0,External Node
7016,-111.88320491577628,33.423929058981365,External Node,7016,1,34004,27405,0,,,,,,,0,External Node
7025,-111.88004554081941,33.39292878355126,External Node,7025,1,34974,16125,0,,,,,,,0,External Node
7027,-111.89216882236668,33.38963581334595,Bend,7027,2,31274,14925,0,,,,,,,0,Bend
7028,-111.90055538230146,33.38963843771296,External Node,7028,1,28714,14925,0,,,,,,,0,External Node
7029,-111.90484656041183,33.39073881689817,External Node,7029,1,27404,15325,0,,,,,,,0,External Node
7030,-111.90730508356032,33.38606755639561,External Node,7030,1,26654,13625,0,,,,,,,0,External Node
7031,-111.90730535561039,33.38521563278207,External Node,7031,1,26654,13315,0,,,,,,,0,External Node
7033,-111.9112134342101,33.38518621999031,External Node,7033,1,25461,13304,0,,,,,,,0,External Node
7034,-111.91123613057812,33.38604089620426,External Node,7034,1,25454,13615,0,,,,,,,0,External Node
7035,-111.91772140346576,33.390741297839654,External Node,7035,1,23474,15325,0,,,,,,,0,External Node
7036,-111.92299583044068,33.39074192854309,External Node,7036,1,21864,15325,0,,,,,,,0,External Node
7037,-111.92456890907937,33.38598779141671,External Node,7037,1,21384,13595,0,,,,,,,0,External Node
7038,-111.92456900272217,33.38521831194084,External Node,7038,1,21384,13315,0,,,,,,,0,External Node
7040,-111.92850000829306,33.38516362353799,External Node,7040,1,20184,13295,0,,,,,,,0,External Node
7041,-111.92849994822566,33.385946843732974,External Node,7041,1,20184,13580,0,,,,,,,0,External Node
7042,-111.93508442666008,33.388818831026164,External Node,7042,1,18174,14625,0,,,,,,,0,External Node
7043,-111.9375151814593,33.388269181522745,External Node,7043,1,17432,14425,0,,,,,,,0,External Node
7044,-111.93695166862183,33.385795864401025,External Node,7044,1,17604,13525,0,,,,,,,0,External Node
7045,-111.93695166090244,33.38541112465667,External Node,7045,1,17604,13385,0,,,,,,,0,External Node
7046,-111.93946395228197,33.37969217945759,Bend,7046,2,16837,11304,0,,,,,,,0,Bend
7047,-111.94219300761281,33.38541093997877,External Node,7047,1,16004,13385,0,,,,,,,0,External Node
7048,-111.94219303841827,33.38579567972044,External Node,7048,1,16004,13525,0,,,,,,,0,External Node
7049,-111.94222600258904,33.38835144840473,External Node,7049,1,15994,14455,0,,,,,,,0,External Node
7050,-111.94379869494811,33.39074223056437,External Node,7050,1,15514,15325,0,,,,,,,0,External Node
7051,-111.94795926782035,33.390741872531876,External Node,7051,1,14244,15325,0,,,,,,,0,External Node
7053,-111.96104767282095,33.381761661233746,Bend,7053,2,10248,12058,0,,,,,,,0,Bend
7054,-111.92944791986204,33.4167397332578,Unsignalized,7054,3,19894,24785,0,,,,,,,0,Unsignalized
7055,-111.9635224037553,33.39671649520333,External Node,7055,1,9494,17500,0,,,,,,,0,External Node
7057,-111.96352467292915,33.40371049678154,External Node,7057,1,9494,20045,0,,,,,,,0,External Node
7059,-111.96290527841022,33.41362039584522,Bend,7059,2,9684,23651,0,,,,,,,0,Bend
7060,-111.98404594544266,33.42194069642345,External Node,7060,1,3234,26681,0,,,,,,,0,External Node
7061,-111.96353176636059,33.425558112931434,External Node,7061,1,9494,27995,0,,,,,,,0,External Node
7201,-111.95828800839992,33.42555919981994,External Node,7201,1,11094,27995,0,,,,,,,0,External Node
7202,-111.94467434021452,33.42960072668917,External Node,7202,1,15248,29465,0,,,,,,,0,External Node
7203,-111.94343213630741,33.429271040773365,External Node,7203,1,15627,29345,0,,,,,,,0,External Node
7204,-111.94445778883401,33.427374764228155,External Node,7204,1,15314,28655,0,,,,,,,0,External Node
7205,-111.94717778454266,33.42547832657724,External Node,7205,1,14484,27965,0,,,,,,,0,External Node
7207,-111.94170413951943,33.41907560370938,External Node,7207,1,16154,25635,0,,,,,,,0,External Node
7208,-111.93842703426992,33.41907573226534,External Node,7208,1,17154,25635,0,,,,,,,0,External Node
7209,-111.93823046047655,33.42058720644047,External Node,7209,1,17214,26185,0,,,,,,,0,External Node
7210,-111.93672296594012,33.420587234118386,External Node,7210,1,17674,26185,0,,,,,,,0,External Node
7211,-111.9367230139504,33.423335359021095,External Node,7211,1,17674,27185,0,,,,,,,0,External Node
7212,-111.93823055598088,33.42333533134032,External Node,7212,1,17214,27185,0,,,,,,,0,External Node
7213,-111.93903347993451,33.423197902903816,External Node,7213,1,16969,27135,0,,,,,,,0,External Node
7214,-111.94170444692763,33.42319779158712,External Node,7214,1,16154,27135,0,,,,,,,0,External Node
7215,-111.94170453301314,33.424352003701195,External Node,7215,1,16154,27555,0,,,,,,,0,External Node
7216,-111.93842722953002,33.42435213228277,External Node,7216,1,17154,27555,0,,,,,,,0,External Node
7217,-111.93842734142072,33.42737506776725,External Node,7217,1,17154,28655,0,,,,,,,0,External Node
7219,-111.93223988285112,33.418388707383315,External Node,7219,1,19042,25385,0,,,,,,,0,External Node
7221,-111.91774752714754,33.4239387281031,External Node,7221,1,23464,27405,0,,,,,,,0,External Node
7222,-111.9102444090537,33.41739690721038,External Node,7222,1,25754,25025,0,,,,,,,0,External Node
7223,-111.90650858109491,33.417396099488606,External Node,7223,1,26894,25025,0,,,,,,,0,External Node
7224,-111.90480118667399,33.42695916667385,External Node,7224,1,27414,28505,0,,,,,,,0,External Node
7225,-111.90054158499105,33.42439130272628,External Node,7225,1,28714,27571,0,,,,,,,0,External Node
7226,-111.90054349790884,33.41957658879627,External Node,7226,1,28714,25819,0,,,,,,,0,External Node
7227,-111.88320698462972,33.420458178791954,External Node,7227,1,34004,26142,0,,,,,,,0,External Node
7232,-111.88645351505896,33.41662036491374,External Node,7232,1,33014,24745,0,,,,,,,0,External Node
7233,-111.88927368430534,33.41293894978958,External Node,7233,1,32154,23405,0,,,,,,,0,External Node
7234,-111.89618612018872,33.41689861998114,External Node,7234,1,30044,24845,0,,,,,,,0,External Node
7235,-111.89618813529381,33.41239169086341,External Node,7235,1,30044,23205,0,,,,,,,0,External Node
7236,-111.90152766817829,33.41690018474667,External Node,7236,1,28414,24845,0,,,,,,,0,External Node
7237,-111.90152940738086,33.412393255362716,External Node,7237,1,28414,23205,0,,,,,,,0,External Node
7238,-111.90716524336634,33.413493908330956,External Node,7238,1,26694,23605,0,,,,,,,0,External Node
7239,-111.91237478838255,33.41624310406901,External Node,7239,1,25104,24605,0,,,,,,,0,External Node
7240,-111.91237579477331,33.41239572476304,External Node,7240,1,25104,23205,0,,,,,,,0,External Node
7241,-111.91774986662891,33.412242701747886,External Node,7241,1,23464,23149,0,,,,,,,0,External Node
7242,-111.920502412034,33.4122870284061,External Node,7242,1,22624,23165,0,,,,,,,0,External Node
7243,-111.92371364932983,33.41286447434081,External Node,7243,1,21644,23375,0,,,,,,,0,External Node
7244,-111.9237140146435,33.41008886354549,External Node,7244,1,21644,22365,0,,,,,,,0,External Node
7245,-111.9307916608489,33.41349699730844,External Node,7245,1,19484,23605,0,,,,,,,0,External Node
7246,-111.93292155698637,33.41679480820272,External Node,7246,1,18834,24805,0,,,,,,,0,External Node
7247,-111.93292166458393,33.412672616040034,External Node,7247,1,18834,23305,0,,,,,,,0,External Node
7248,-111.93508438990762,33.41679482905556,External Node,7248,1,18174,24805,0,,,,,,,0,External Node
7249,-111.93714891224165,33.416794813785984,External Node,7249,1,17544,24805,0,,,,,,,0,External Node
7250,-111.9582847356002,33.413192633598364,External Node,7250,1,11094,23495,0,,,,,,,0,External Node
7251,-111.95828222780678,33.403711582773916,External Node,7251,1,11094,20045,0,,,,,,,0,External Node
7252,-111.95828032412176,33.396511470714536,External Node,7252,1,11094,17425,0,,,,,,,0,External Node
7253,-111.94484806681537,33.4001407807704,External Node,7253,1,15194,18745,0,,,,,,,0,External Node
7254,-111.94334092544268,33.40014088880999,External Node,7254,1,15654,18745,0,,,,,,,0,External Node
7255,-111.92895731668024,33.40346624087812,External Node,7255,1,20044,19955,0,,,,,,,0,External Node
7256,-111.92371488613031,33.40346586642533,External Node,7256,1,21644,19955,0,,,,,,,0,External Node
7257,-111.91536031842915,33.40101897304567,External Node,7257,1,24194,19065,0,,,,,,,0,External Node
7258,-111.91175649944255,33.40008397888399,External Node,7258,1,25294,18725,0,,,,,,,0,External Node
7259,-111.89745177213882,33.400080451993745,External Node,7259,1,29660,18725,0,,,,,,,0,External Node
7260,-111.89171907574405,33.40467070644059,External Node,7260,1,31409,20396,0,,,,,,,0,External Node
7261,-111.89092287068529,33.40467042488437,External Node,7261,1,31652,20396,0,,,,,,,0,External Node
7262,-111.891045345809,33.39573628413648,External Node,7262,1,31616,17145,0,,,,,,,0,External Node
7263,-111.89166422830044,33.39638781104035,External Node,7263,1,31427,17382,0,,,,,,,0,External Node
7264,-111.90055276562194,33.39623396717588,External Node,7264,1,28714,17325,0,,,,,,,0,External Node
7265,-111.90484503205644,33.395135836726766,External Node,7265,1,27404,16925,0,,,,,,,0,External Node
7266,-111.91772052340346,33.395138318080264,External Node,7266,1,23474,16925,0,,,,,,,0,External Node
7267,-111.92299521596416,33.39513894888845,External Node,7267,1,21864,16925,0,,,,,,,0,External Node
7268,-111.94795991034007,33.395138892867934,External Node,7268,1,14244,16925,0,,,,,,,0,External Node
7269,-111.89170264417442,33.411343162217165,External Node,7269,1,31413,22824,0,,,,,,,0,External Node
7270,-111.89107716026119,33.4105762132376,External Node,7270,1,31604,22545,0,,,,,,,0,External Node
7271,-111.9177504952441,33.40909884127341,External Node,7271,1,23464,22005,0,,,,,,,0,External Node
7272,-111.9226329028943,33.40854980568648,External Node,7272,1,21974,21805,0,,,,,,,0,External Node
7273,-111.94245792860491,33.41973511214,External Node,7273,1,15924,25875,0,,,,,,,0,External Node
7274,-111.89113838028823,33.41912291225505,External Node,7274,1,31584,25655,0,,,,,,,0,External Node
7275,-111.89176103056921,33.419123131839434,External Node,7275,1,31394,25655,0,,,,,,,0,External Node
7287,-111.94105249144918,33.42646534305338,External Node,7287,1,16353,28324,0,,,,,,,0,External Node
7288,-111.90651541883275,33.396592746315704,External Node,7288,1,26894,17455,0,,,,,,,0,External Node
7289,-111.88484936474296,33.41387159677684,External Node,7289,1,33504,23745,0,,,,,,,0,External Node
7290,-111.90047944502587,33.41583362246757,External Node,7290,1,28734,24457,0,,,,,,,0,External Node
7291,-111.93714885328532,33.414156611117356,External Node,7291,1,17544,23845,0,,,,,,,0,External Node
7292,-111.9117569717045,33.398325172631765,External Node,7292,1,25294,18085,0,,,,,,,0,External Node
7293,-111.95958837884487,33.3877446601836,External Node,7293,1,10694,14235,0,,,,,,,0,External Node
7295,-111.95958807189992,33.38664540415287,External Node,7295,1,10694,13835,0,,,,,,,0,External Node
7296,-111.94799479915723,33.40964903446073,External Node,7296,1,14234,22205,0,,,,,,,0,External Node
7297,-111.9479941545262,33.40525202442371,External Node,7297,1,14234,20605,0,,,,,,,0,External Node
7298,-111.92263337768809,33.40525204786319,External Node,7298,1,21974,20605,0,,,,,,,0,External Node
7299,-111.89776373660611,33.406071476546956,External Node,7299,1,29564,20905,0,,,,,,,0,External Node
7300,-111.89769702344633,33.408819587511715,External Node,7300,1,29584,21905,0,,,,,,,0,External Node
7301,-111.95543232346982,33.406625100434695,External Node,7301,1,11964,21105,0,,,,,,,0,External Node
7302,-111.95543270572941,33.40827397913694,External Node,7302,1,11964,21705,0,,,,,,,0,External Node
7303,-111.92110790548742,33.41676929569683,External Node,7303,1,22439,24796,0,,,,,,,0,External Node
7304,-111.91775120946113,33.405526270615574,External Node,7304,1,23464,20705,0,,,,,,,0,External Node
7305,-111.90880834470796,33.398104729757975,External Node,7305,1,26194,18005,0,,,,,,,0,External Node
8055,-111.89051428009329,33.4219532579832,Signalized,8055,0,31774,26685,0,,,,,,,0,Signalized
